#SequenceID	AAtype	Start	Stop	Score
>YMR124W EPO1 SGDID:S000004731, Chr XIII from 514456-517287, Genome Release 64-2-1, Verified ORF, "Protein involved in septin-ER tethering; interacts with ER membrane protein, Scs2p, and Shs1p, a septin ring component, at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog, YLR031W, that arose from the whole genome duplication"	N	624	707	40
>YMR127C SAS2 SGDID:S000004734, Chr XIII from 523345-522329, Genome Release 64-2-1, reverse complement, Verified ORF, "Histone acetyltransferase (HAT) catalytic subunit of the SAS complex; acetylates free histones and nucleosomes and regulates transcriptional silencing; member of the MYSTacetyltransferase family; other members are Sas4p and Sas5p"	K	14	39	42
>YMR128W ECM16 SGDID:S000004735, Chr XIII from 523696-527499, Genome Release 64-2-1, Verified ORF, "Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; predominantly nucleolar in distribution; required for 18S rRNA synthesis"	E	21	335	156
>YMR128W ECM16 SGDID:S000004735, Chr XIII from 523696-527499, Genome Release 64-2-1, Verified ORF, "Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; predominantly nucleolar in distribution; required for 18S rRNA synthesis"	E	672	717	56
>YMR128W ECM16 SGDID:S000004735, Chr XIII from 523696-527499, Genome Release 64-2-1, Verified ORF, "Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; predominantly nucleolar in distribution; required for 18S rRNA synthesis"	K	70	111	46
>YMR131C RRB1 SGDID:S000004738, Chr XIII from 534698-533163, Genome Release 64-2-1, reverse complement, Verified ORF, "Nuclear protein involved in early steps of ribosome biogenesis; physically interacts with the ribosomal protein Rpl3p; essential gene"	E	7	95	83
>YMR131C RRB1 SGDID:S000004738, Chr XIII from 534698-533163, Genome Release 64-2-1, reverse complement, Verified ORF, "Nuclear protein involved in early steps of ribosome biogenesis; physically interacts with the ribosomal protein Rpl3p; essential gene"	D	182	198	61
>YMR132C JLP2 SGDID:S000004739, Chr XIII from 535570-534944, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, "Protein of unknown function; contains sequence that closely resembles a J domain (typified by the E. coli DnaJ protein)"	K	177	199	47
>YMR133W REC114 SGDID:S000004740, Chr XIII from 536207-537448,537565-537609, Genome Release 64-2-1, Verified ORF, "Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division"	N	326	392	42
>YMR135C GID8 SGDID:S000004742, Chr XIII from 540056-538689, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of GID Complex, binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p, Fyv10 and Vid28p to GID Complex; contains LisH, CTLH, and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START"	N	307	417	58
>YMR135C GID8 SGDID:S000004742, Chr XIII from 540056-538689, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of GID Complex, binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p, Fyv10 and Vid28p to GID Complex; contains LisH, CTLH, and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START"	Q	175	186	41
>YMR136W GAT2 SGDID:S000004744, Chr XIII from 541199-542881, Genome Release 64-2-1, Verified ORF, "Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine"	N	55	224	107
>YMR136W GAT2 SGDID:S000004744, Chr XIII from 541199-542881, Genome Release 64-2-1, Verified ORF, "Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine"	S	226	467	74
>YMR136W GAT2 SGDID:S000004744, Chr XIII from 541199-542881, Genome Release 64-2-1, Verified ORF, "Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine"	Q	273	289	43
>YMR137C PSO2 SGDID:S000004745, Chr XIII from 544963-542978, Genome Release 64-2-1, reverse complement, Verified ORF, "Nuclease required for DNA single- and double-strand break repair; acts at a post-incision step in repair of breaks that result from interstrand cross-links produced by a variety of mono- and bi-functional psoralen derivatives; induced by UV-irradiation; forms nuclear foci upon DNA replication stress"	S	12	78	57
>YMR140W SIP5 SGDID:S000004748, Chr XIII from 547714-549183, Genome Release 64-2-1, Verified ORF, "Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress"	S	20	78	42
>YMR144W YMR144W SGDID:S000004752, Chr XIII from 553362-554390, Genome Release 64-2-1, Uncharacterized ORF, "Putative protein of unknown function; localized to the nucleus; YMR144W is not an essential gene"	Q	60	198	46
>YMR144W YMR144W SGDID:S000004752, Chr XIII from 553362-554390, Genome Release 64-2-1, Uncharacterized ORF, "Putative protein of unknown function; localized to the nucleus; YMR144W is not an essential gene"	N	18	39	43
>YMR148W OSW5 SGDID:S000004756, Chr XIII from 560366-560812, Genome Release 64-2-1, Verified ORF, "Protein of unknown function with possible role in spore wall assembly; predicted to contain an N-terminal transmembrane domain; osw5 null mutant spores exhibit increased spore wall permeability and sensitivity to beta-glucanase digestion"	F	7	46	41
>YMR153W NUP53 SGDID:S000004762, Chr XIII from 564435-565862, Genome Release 64-2-1, Verified ORF, "FG-nucleoporin component of central core of nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes directly to nucleocytoplasmic transport; involved in regulation of transcription and mitosis; induces membrane tubulation, which may contribute to nuclear pore assembly; NUP53 has a paralog, ASM4, that arose from the whole genome duplication"	S	89	460	83
>YMR153W NUP53 SGDID:S000004762, Chr XIII from 564435-565862, Genome Release 64-2-1, Verified ORF, "FG-nucleoporin component of central core of nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes directly to nucleocytoplasmic transport; involved in regulation of transcription and mitosis; induces membrane tubulation, which may contribute to nuclear pore assembly; NUP53 has a paralog, ASM4, that arose from the whole genome duplication"	Q	5	41	57
>YMR153W NUP53 SGDID:S000004762, Chr XIII from 564435-565862, Genome Release 64-2-1, Verified ORF, "FG-nucleoporin component of central core of nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes directly to nucleocytoplasmic transport; involved in regulation of transcription and mitosis; induces membrane tubulation, which may contribute to nuclear pore assembly; NUP53 has a paralog, ASM4, that arose from the whole genome duplication"	N	114	147	40
>YMR160W YMR160W SGDID:S000004770, Chr XIII from 575066-577516, Genome Release 64-2-1, Verified ORF, "Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress"	Q	5	39	76
>YMR160W YMR160W SGDID:S000004770, Chr XIII from 575066-577516, Genome Release 64-2-1, Verified ORF, "Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress"	N	378	410	62
>YMR161W HLJ1 SGDID:S000004771, Chr XIII from 577718-578392, Genome Release 64-2-1, Verified ORF, "Co-chaperone for Hsp40p; anchored in the ER membrane; with its homolog Ydj1p promotes ER-associated protein degradation (ERAD) of integral membrane substrates; similar to E. coli DnaJ"	Q	180	201	42
>YMR162C DNF3 SGDID:S000004772, Chr XIII from 583921-578951, Genome Release 64-2-1, reverse complement, Verified ORF, "Trans-golgi network aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation, contributing to the maintenance of membrane lipid asymmetry in post-Golgi secretory vesicles; role in protein trafficking between the Golgi and endosomal system; localizes to the trans-Golgi network; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone"	S	1552	1619	50
>YMR162C DNF3 SGDID:S000004772, Chr XIII from 583921-578951, Genome Release 64-2-1, reverse complement, Verified ORF, "Trans-golgi network aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation, contributing to the maintenance of membrane lipid asymmetry in post-Golgi secretory vesicles; role in protein trafficking between the Golgi and endosomal system; localizes to the trans-Golgi network; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone"	D	32	79	45
>YMR164C MSS11 SGDID:S000004774, Chr XIII from 589550-587274, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1, FLO11, and STA1"	Q	269	513	306
>YMR164C MSS11 SGDID:S000004774, Chr XIII from 589550-587274, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1, FLO11, and STA1"	N	420	660	203
>YMR164C MSS11 SGDID:S000004774, Chr XIII from 589550-587274, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1, FLO11, and STA1"	S	637	742	48
>YMR164C MSS11 SGDID:S000004774, Chr XIII from 589550-587274, Genome Release 64-2-1, reverse complement, Verified ORF, "Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1, FLO11, and STA1"	K	666	699	43
>YMR165C PAH1 SGDID:S000004775, Chr XIII from 592628-590040, Genome Release 64-2-1, reverse complement, Verified ORF, "Mg2+-dependent phosphatidate (PA) phosphatase; dephosphorylates PA to yield diacylglycerol; responsible for de novo lipid synthesis and formation of lipid droplets; phosphorylation by Pho80p-Pho85p decreases catalytic activity and alters Pah1p localization and abundance; phosphorylation by protein kinase A decreases catalytic efficiency; dephosphorylation by Nem1p-Spo7p anchors Pah1p to the membrane increasing substrate catalysis; homologous to mammalian lipins 1 and 2"	S	648	849	99
>YMR165C PAH1 SGDID:S000004775, Chr XIII from 592628-590040, Genome Release 64-2-1, reverse complement, Verified ORF, "Mg2+-dependent phosphatidate (PA) phosphatase; dephosphorylates PA to yield diacylglycerol; responsible for de novo lipid synthesis and formation of lipid droplets; phosphorylation by Pho80p-Pho85p decreases catalytic activity and alters Pah1p localization and abundance; phosphorylation by protein kinase A decreases catalytic efficiency; dephosphorylation by Nem1p-Spo7p anchors Pah1p to the membrane increasing substrate catalysis; homologous to mammalian lipins 1 and 2"	S	102	345	77
>YMR165C PAH1 SGDID:S000004775, Chr XIII from 592628-590040, Genome Release 64-2-1, reverse complement, Verified ORF, "Mg2+-dependent phosphatidate (PA) phosphatase; dephosphorylates PA to yield diacylglycerol; responsible for de novo lipid synthesis and formation of lipid droplets; phosphorylation by Pho80p-Pho85p decreases catalytic activity and alters Pah1p localization and abundance; phosphorylation by protein kinase A decreases catalytic efficiency; dephosphorylation by Nem1p-Spo7p anchors Pah1p to the membrane increasing substrate catalysis; homologous to mammalian lipins 1 and 2"	D	838	862	53
